# Contents:,Laser Egg f58c98f3-3e63-477d-9091-f501d45d6c5a 34 hours raw data
# Sent To:,<pvschaikm@gmail.com>
# Generated At:,2025-04-26 13:57
# Time Span:,2025-04-25 13:56 to 2025-04-26 23:59
# Row Count:,274
# Time Zone:,UTC+0100
Time Point,PM10 (µg/m³),PM2.5 (µg/m³),humidity (%),st03.TVOC (ppb),temp (C),Overall Index (US),Primary Pollutant
2025-04-25 18:31:08,3,3,48.37,5,23.34,12,PM2.5
2025-04-25 18:32:08,4,4,48.24,18,23.34,16,PM2.5
2025-04-25 18:33:08,2,2,48.43,15,23.35,8,PM2.5
2025-04-25 18:34:08,3,2,48.45,16,23.34,8,PM2.5
2025-04-25 18:35:08,2,1,48.75,12,23.35,4,PM2.5
2025-04-25 18:36:08,3,3,48.37,11,23.34,12,PM2.5
2025-04-25 18:37:08,2,2,48.35,11,23.35,8,PM2.5
2025-04-25 18:38:08,3,3,48.39,7,23.35,12,PM2.5
2025-04-25 18:39:08,3,3,47.96,0,23.34,12,PM2.5
2025-04-25 18:40:07,4,4,47.66,3,23.34,16,PM2.5
2025-04-25 18:41:07,3,3,47.82,2,23.33,12,PM2.5
2025-04-25 18:42:07,3,3,47.83,1,23.33,12,PM2.5
2025-04-25 18:43:07,2,1,47.68,1,23.32,4,PM2.5
2025-04-25 18:44:07,4,3,47.79,10,23.31,12,PM2.5
2025-04-25 18:45:08,3,2,48.79,28,23.32,8,PM2.5
2025-04-25 18:46:08,2,2,49.25,53,23.33,12,TVOC
2025-04-25 18:47:08,1,0,49.44,59,23.36,13,TVOC
2025-04-25 18:48:08,0,0,49.59,67,23.41,15,TVOC
2025-04-25 18:49:07,2,2,49.57,101,23.44,23,TVOC
2025-04-25 18:50:07,0,0,49.68,108,23.49,25,TVOC
2025-04-25 18:51:07,0,0,49.61,93,23.53,21,TVOC
2025-04-25 18:52:07,2,2,49.69,98,23.57,22,TVOC
2025-04-25 18:53:07,0,0,49.66,123,23.62,28,TVOC
2025-04-25 18:54:07,0,0,49.69,117,23.66,27,TVOC
2025-04-25 18:55:07,0,0,49.82,103,23.7,23,TVOC
2025-04-25 18:56:07,0,0,49.73,130,23.74,30,TVOC
2025-04-25 18:57:07,0,0,49.82,132,23.78,30,TVOC
2025-04-25 18:58:07,2,1,49.88,113,23.81,26,TVOC
2025-04-25 18:59:07,0,0,49.92,119,23.85,27,TVOC
2025-04-25 19:00:07,0,0,49.95,144,23.89,33,TVOC
2025-04-25 19:01:07,1,0,49.97,132,23.91,30,TVOC
2025-04-25 19:02:06,0,0,50.12,114,23.95,26,TVOC
2025-04-25 19:03:06,0,0,50,129,23.98,29,TVOC
2025-04-25 19:04:06,1,1,50.11,143,24.01,33,TVOC
2025-04-25 19:05:06,3,1,50.3,119,24.03,27,TVOC
2025-04-25 19:06:06,0,0,50.65,124,24.06,28,TVOC
2025-04-25 19:07:06,2,1,50.65,145,24.09,33,TVOC
2025-04-25 19:08:06,1,1,51.13,143,24.13,33,TVOC
2025-04-25 19:09:05,0,0,50.96,206,24.17,47,TVOC
2025-04-25 19:10:05,0,0,50.96,193,24.2,44,TVOC
2025-04-25 19:11:05,1,1,51.36,155,24.22,35,TVOC
2025-04-25 19:12:05,0,0,50.95,130,24.24,30,TVOC
2025-04-25 19:13:05,1,0,51.47,127,24.28,29,TVOC
2025-04-25 19:14:05,0,0,50.63,123,24.29,28,TVOC
2025-04-25 19:15:05,0,0,50.17,114,24.31,26,TVOC
2025-04-25 19:16:05,0,0,49.98,116,24.33,26,TVOC
2025-04-25 19:17:05,0,0,49.9,129,24.36,29,TVOC
2025-04-25 19:18:04,2,0,49.79,120,24.39,27,TVOC
2025-04-25 19:19:04,0,0,49.76,111,24.41,25,TVOC
2025-04-25 19:20:04,0,0,50.23,115,24.43,26,TVOC
2025-04-25 19:21:04,1,0,49.97,123,24.45,28,TVOC
2025-04-25 19:22:04,1,1,49.75,117,24.47,27,TVOC
2025-04-25 19:23:04,1,0,49.71,118,24.49,27,TVOC
2025-04-25 19:24:04,0,0,49.65,134,24.5,31,TVOC
2025-04-25 19:25:04,0,0,49.59,137,24.51,31,TVOC
2025-04-25 19:26:04,0,0,49.56,119,24.52,27,TVOC
2025-04-25 19:27:04,1,0,49.47,130,24.53,30,TVOC
2025-04-25 19:28:04,0,0,49.47,162,24.55,37,TVOC
2025-04-25 19:29:03,0,0,49.49,131,24.57,30,TVOC
2025-04-25 19:30:03,0,0,49.55,124,24.59,28,TVOC
2025-04-25 19:31:03,0,0,49.55,140,24.6,32,TVOC
2025-04-25 19:32:03,1,0,49.66,136,24.61,31,TVOC
2025-04-25 19:33:03,0,0,49.52,124,24.62,28,TVOC
2025-04-25 19:34:03,0,0,49.63,132,24.63,30,TVOC
2025-04-25 19:35:02,0,0,49.84,142,24.63,32,TVOC
2025-04-25 19:36:02,0,0,49.51,134,24.64,31,TVOC
2025-04-25 19:37:02,0,0,49.86,129,24.65,29,TVOC
2025-04-25 19:38:01,2,0,49.66,140,24.66,32,TVOC
2025-04-25 19:39:01,1,1,49.68,152,24.66,35,TVOC
2025-04-25 19:40:01,1,1,49.46,133,24.68,30,TVOC
2025-04-25 19:41:01,0,0,49.92,132,24.68,30,TVOC
2025-04-25 19:42:01,0,0,49.87,143,24.68,33,TVOC
2025-04-25 19:43:01,0,0,49.53,141,24.69,32,TVOC
2025-04-25 19:44:01,0,0,49.7,138,24.7,31,TVOC
2025-04-25 19:45:01,0,0,49.83,136,24.7,31,TVOC
2025-04-25 19:46:01,0,0,49.82,136,24.7,31,TVOC
2025-04-25 19:47:01,0,0,49.82,121,24.71,28,TVOC
2025-04-25 19:48:01,0,0,50.06,146,24.72,33,TVOC
2025-04-25 19:49:01,1,1,49.97,162,24.73,37,TVOC
2025-04-25 19:50:00,0,0,49.8,138,24.75,31,TVOC
2025-04-25 19:51:00,0,0,49.87,130,24.76,30,TVOC
2025-04-25 19:52:00,0,0,50.8,127,24.77,29,TVOC
2025-04-25 19:53:00,0,0,50.33,134,24.78,31,TVOC
2025-04-25 19:54:00,0,0,50.23,153,24.8,35,TVOC
2025-04-25 19:55:00,0,0,50.65,167,24.81,38,TVOC
2025-04-25 19:56:00,0,0,50.92,186,24.82,43,TVOC
2025-04-25 19:57:00,0,0,50.18,172,24.82,39,TVOC
2025-04-25 19:57:59,1,1,51.12,158,24.84,36,TVOC
2025-04-25 19:58:59,1,0,51.18,181,24.83,41,TVOC
2025-04-25 19:59:59,0,0,50.47,189,24.83,43,TVOC
2025-04-25 20:00:59,1,1,50.41,176,24.84,40,TVOC
2025-04-25 20:02:00,0,0,50.67,176,24.84,40,TVOC
2025-04-25 20:03:00,0,0,50.91,166,24.84,38,TVOC
2025-04-25 20:04:00,0,0,50.14,161,24.83,37,TVOC
2025-04-25 20:05:00,0,0,50.89,186,24.85,43,TVOC
2025-04-25 20:05:59,0,0,51.04,183,24.85,42,TVOC
2025-04-25 20:06:59,0,0,51.04,177,24.84,41,TVOC
2025-04-25 20:07:59,0,0,50.63,203,24.86,47,TVOC
2025-04-25 20:08:59,0,0,50.79,229,24.88,52,TVOC
2025-04-25 20:09:59,0,0,50.99,300,24.89,60,TVOC
2025-04-25 20:10:59,0,0,50.78,248,24.9,54,TVOC
2025-04-25 20:11:59,0,0,50.52,243,24.93,53,TVOC
2025-04-25 20:12:59,0,0,50.79,243,24.93,53,TVOC
2025-04-25 20:13:59,0,0,51.24,242,24.94,53,TVOC
2025-04-25 20:14:59,0,0,51.45,244,24.95,53,TVOC
2025-04-25 20:15:59,0,0,51.58,257,24.97,55,TVOC
2025-04-25 20:16:58,0,0,51.41,254,24.98,54,TVOC
2025-04-25 20:17:58,0,0,51.05,236,24.99,52,TVOC
2025-04-25 20:18:58,0,0,50.93,229,25,52,TVOC
2025-04-25 20:19:58,1,1,50.76,227,25.01,51,TVOC
2025-04-25 20:20:58,2,1,50.81,222,25.02,51,TVOC
2025-04-25 20:21:58,1,0,50.82,217,25.04,50,TVOC
2025-04-25 20:22:58,0,0,50.88,225,25.05,51,TVOC
2025-04-25 20:23:58,0,0,51.59,239,25.06,53,TVOC
2025-04-25 20:24:57,0,0,51.28,243,25.08,53,TVOC
2025-04-25 20:25:57,0,0,51.35,241,25.09,53,TVOC
2025-04-25 20:26:57,0,0,51.39,251,25.1,54,TVOC
2025-04-25 20:27:57,0,0,51.57,276,25.11,57,TVOC
2025-04-25 20:28:57,0,0,51.92,266,25.12,56,TVOC
2025-04-25 20:29:57,0,0,52,252,25.14,54,TVOC
2025-04-25 20:30:57,0,0,51.8,256,25.14,55,TVOC
2025-04-25 20:31:57,0,0,52.31,256,25.15,55,TVOC
2025-04-25 20:32:57,0,0,52.41,249,25.16,54,TVOC
2025-04-25 20:33:57,0,0,52.12,248,25.17,54,TVOC
2025-04-25 20:34:57,0,0,52.25,245,25.17,53,TVOC
2025-04-25 20:35:56,0,0,53.12,233,25.16,52,TVOC
2025-04-25 20:36:56,3,1,52.82,230,25.18,52,TVOC
2025-04-25 20:37:56,1,1,52.66,233,25.18,52,TVOC
2025-04-25 20:38:56,0,0,54.52,230,25.18,52,TVOC
2025-04-25 20:39:56,1,0,52.79,205,25.18,47,TVOC
2025-04-25 20:40:56,0,0,52.21,182,25.17,42,TVOC
2025-04-25 20:41:56,0,0,52.75,160,25.17,37,TVOC
2025-04-25 20:42:56,0,0,52.51,159,25.16,36,TVOC
2025-04-25 20:43:56,0,0,51.43,151,25.16,35,TVOC
2025-04-25 20:44:55,2,0,51.22,149,25.17,34,TVOC
2025-04-25 20:45:55,1,1,51.29,166,25.18,38,TVOC
2025-04-25 20:46:55,2,0,51.12,159,25.18,36,TVOC
2025-04-25 20:47:55,0,0,51.09,135,25.19,31,TVOC
2025-04-25 20:48:55,1,0,51.1,151,25.21,35,TVOC
2025-04-25 20:49:55,0,0,51.13,165,25.22,38,TVOC
2025-04-25 20:50:55,0,0,51.03,138,25.23,31,TVOC
2025-04-25 20:51:55,0,0,51.02,137,25.25,31,TVOC
2025-04-25 20:52:55,0,0,51.11,169,25.25,39,TVOC
2025-04-25 20:53:55,0,0,50.99,160,25.26,37,TVOC
2025-04-25 20:54:55,0,0,50.97,127,25.27,29,TVOC
2025-04-25 20:55:55,1,1,51.01,144,25.28,33,TVOC
2025-04-25 20:56:55,0,0,51.1,164,25.28,38,TVOC
2025-04-25 20:57:55,0,0,50.94,138,25.3,31,TVOC
2025-04-25 20:58:54,1,1,50.9,126,25.3,29,TVOC
2025-04-25 20:59:54,0,0,50.96,145,25.32,33,TVOC
2025-04-25 21:00:54,0,0,50.92,152,25.32,35,TVOC
2025-04-25 21:01:55,0,0,50.87,121,25.33,28,TVOC
2025-04-25 21:02:55,0,0,50.85,131,25.34,30,TVOC
2025-04-25 21:03:55,0,0,50.98,157,25.35,36,TVOC
2025-04-25 21:04:55,0,0,50.78,138,25.35,31,TVOC
2025-04-25 21:05:55,0,0,50.78,116,25.36,26,TVOC
2025-04-25 21:06:54,0,0,50.79,145,25.37,33,TVOC
2025-04-25 21:07:54,0,0,50.79,158,25.37,36,TVOC
2025-04-25 21:08:54,0,0,50.72,123,25.38,28,TVOC
2025-04-25 21:09:54,1,0,50.69,120,25.39,27,TVOC
2025-04-25 21:10:54,0,0,50.81,153,25.4,35,TVOC
2025-04-25 21:11:54,0,0,50.64,143,25.4,33,TVOC
2025-04-25 21:12:54,0,0,50.61,112,25.42,25,TVOC
2025-04-25 21:13:54,1,1,50.64,134,25.43,31,TVOC
2025-04-25 21:14:54,0,0,50.67,159,25.43,36,TVOC
2025-04-25 21:15:54,1,1,50.62,151,25.43,35,TVOC
2025-04-25 21:16:53,1,0,48.93,352,25.41,66,TVOC
2025-04-25 21:17:53,1,0,47.17,472,25.39,79,TVOC
2025-04-25 21:18:53,1,0,45.98,401,25.35,71,TVOC
2025-04-25 21:19:53,0,0,45.49,320,25.24,62,TVOC
2025-04-25 21:20:53,0,0,45.55,250,25.11,54,TVOC
2025-04-25 21:21:53,0,0,45.6,233,24.99,52,TVOC
2025-04-25 21:22:53,0,0,45.74,223,24.89,51,TVOC
2025-04-25 21:23:53,0,0,45.81,219,24.78,50,TVOC
2025-04-25 21:24:53,3,1,45.87,210,24.68,48,TVOC
2025-04-25 21:25:53,1,1,45.83,194,24.6,44,TVOC
2025-04-25 21:26:53,4,1,45.81,186,24.51,43,TVOC
2025-04-25 21:27:52,2,2,45.75,174,24.44,40,TVOC
2025-04-25 21:28:52,0,0,45.98,166,24.39,38,TVOC
2025-04-25 21:29:52,0,0,46.23,180,24.35,41,TVOC
2025-04-25 21:30:52,1,1,46.42,185,24.31,42,TVOC
2025-04-25 21:31:52,2,2,46.77,187,24.28,43,TVOC
2025-04-25 21:32:52,0,0,45.89,179,24.26,41,TVOC
2025-04-25 21:33:52,0,0,40.14,38,24.42,8,TVOC
2025-04-25 21:34:51,0,0,39.06,6,24.65,1,TVOC
2025-04-25 21:35:51,0,0,38.25,1,24.88,0,PM10
2025-04-25 21:36:51,0,0,37.54,2,25.08,0,PM10
2025-04-25 21:37:51,0,0,37.19,4,25.26,0,PM10
2025-04-25 21:38:51,0,0,37.01,10,25.44,2,TVOC
2025-04-25 21:39:51,0,0,36.7,14,25.58,3,TVOC
2025-04-25 21:40:51,0,0,40.14,39,25.71,9,TVOC
2025-04-25 21:41:52,0,0,42.72,170,25.57,39,TVOC
2025-04-25 21:42:52,1,1,43.24,186,25.32,43,TVOC
2025-04-25 21:43:52,0,0,43.74,189,25.03,43,TVOC
2025-04-25 21:44:52,1,1,44.14,189,24.76,43,TVOC
2025-04-25 21:45:52,3,1,44.59,187,24.5,43,TVOC
2025-04-25 21:46:52,2,1,44.93,186,24.27,43,TVOC
2025-04-25 21:47:52,2,0,45.29,182,24.07,42,TVOC
2025-04-25 21:48:51,0,0,45.59,180,23.89,41,TVOC
2025-04-25 21:49:51,0,0,45.85,178,23.72,41,TVOC
2025-04-25 21:50:51,1,1,46.08,175,23.58,40,TVOC
2025-04-25 21:51:51,1,1,47.31,104,23.31,24,TVOC
2025-04-25 21:52:51,1,1,47.95,81,22.95,18,TVOC
2025-04-25 21:53:51,3,2,48.89,65,22.57,15,TVOC
2025-04-25 21:54:51,2,2,49.47,45,22.2,10,TVOC
2025-04-25 21:55:50,2,2,50.25,46,21.87,10,TVOC
2025-04-25 21:56:50,1,0,50.85,33,21.58,7,TVOC
2025-04-25 21:57:50,0,0,51.52,31,21.32,7,TVOC
2025-04-25 21:58:50,0,0,52,21,21.09,4,TVOC
2025-04-25 21:59:50,3,1,52.13,13,20.99,4,PM2.5
2025-04-25 22:00:50,2,1,,9,,4,PM2.5
2025-04-25 22:01:50,2,1,,6,,4,PM2.5
2025-04-25 22:02:50,2,2,,1,,8,PM2.5
2025-04-25 22:03:50,1,1,,122,,28,TVOC
2025-04-25 22:04:50,1,1,,,,4,PM2.5
2025-04-25 23:24:34,0,0,52,,26.48,0,PM10
2025-04-26 13:54:20,,,47.98,,23.04,,
2025-04-26 13:55:20,1,1,48.53,,22.76,4,PM2.5
2025-04-26 13:56:20,2,1,51,,21.98,4,PM2.5
2025-04-26 13:57:20,3,1,52.33,,21.58,4,PM2.5
